env_id,timestep,joints_pos,reward,collision,avg_setupTime,avg_actionTime,avg_obsTime,target_dist_euclid,target_dist_angular,DistReset_1_reset,DistReset_1_success,TimeReset_1_reset,TimeReset_1_success
0,1.0,[-1.29918027 -0.23587111  0.60660613],-65.88082382466585,0.0,0.1338998000000018,0.00014740000000301734,0.00030770000000046593,1.7283991674767807,1.7512210285936605,False,False,False,True
0,2.0,[-1.29676473 -0.20631215  0.61142069],-72.7120133697893,0.0,0.1338998000000018,0.00012170000000111258,0.000344899999998205,1.7194926793544307,2.605658446796099,False,False,False,True
0,3.0,[-1.35307217 -0.20817778  0.66469109],-70.11519925799654,0.0,0.1338998000000018,0.0001144000000010692,0.0003054000000020096,1.7629124738782682,1.9947420192702385,False,False,False,True
0,4.0,[-1.35730004 -0.1823934   0.65647197],-80.4144100613858,0.0,0.1338998000000018,0.00011139999999798533,0.00031530000000046243,1.7642649914544082,3.013452410438344,False,False,False,True
0,5.0,[-1.38522136 -0.20749873  0.72768676],-83.24832309562532,0.0,0.1338998000000018,0.00010869999999840729,0.00035369999999801394,1.7831722080029269,3.1348254040492156,False,False,False,True
0,6.0,[-1.38815129 -0.19804513  0.76416397],-78.64634480772396,0.0,0.1338998000000018,0.00010789999999971656,0.0003571999999998354,1.7792187653804548,2.768930886288513,False,False,False,True
0,7.0,[-1.39474785 -0.16468322  0.82219172],-74.88935331396496,0.0,0.1338998000000018,0.00010959999999826664,0.00031999999999854367,1.7736454115908513,2.446731737728858,False,False,False,True
0,8.0,[-1.38569164 -0.11140341  0.9032836 ],-71.66289510326224,0.0,0.1338998000000018,0.00011200000000144428,0.00030239999999892575,1.7511912863569952,2.272606067382654,False,False,False,True
0,9.0,[-1.33520603 -0.12407275  0.95267904],-67.34593728118764,0.0,0.1338998000000018,9.73000000001889e-05,0.0003110999999975661,1.7006960983319561,2.179288060761687,False,False,False,True
0,10.0,[-1.29415548 -0.05544437  1.03494358],-63.45998468503017,0.0,0.1338998000000018,0.00011069999999691049,0.0003552999999989481,1.651856902312603,2.1068175254010972,False,False,False,True
0,11.0,[-1.23059833 -0.05339538  1.07223701],-58.3039983293777,0.0,0.1338998000000018,9.109999999878937e-05,0.00033679999999947086,1.589666440701127,1.9689096570881446,False,False,False,True
0,12.0,[-1.15821767 -0.05186421  1.10332251],-53.340182734515665,0.0,0.1338998000000018,9.55999999980861e-05,0.0003151000000016779,1.519361311765424,1.892882302300471,False,False,False,True
0,13.0,[-1.07803106  0.0188996   1.16617072],-49.334227104278185,0.0,0.1338998000000018,9.55999999980861e-05,0.000320100000003265,1.43995231935494,1.9824194137423055,False,False,False,True
0,14.0,[-9.38130617e-01  7.48541206e-04  1.21678078e+00],-41.42055205163847,0.0,0.1338998000000018,9.890000000112309e-05,0.0003033999999999537,1.3100096301802815,1.8832216317174286,False,False,False,True
0,15.0,[-0.79287803  0.00688824  1.25385845],-36.81215025491831,0.0,0.1338998000000018,0.00011569999999849756,0.00028109999999870183,1.1744292629417659,2.147844079750613,False,False,False,True
0,16.0,[-0.71529508 -0.07210663  1.22016442],-34.56806624890709,0.0,0.1338998000000018,0.00010210000000299146,0.0002877000000012231,1.1013385721740612,2.270367066989289,False,False,False,True
0,17.0,[-0.67128354 -0.15723942  1.14138579],-34.17332281716388,0.0,0.1338998000000018,0.00010980000000060386,0.00030010000000046944,1.062629816544856,2.4072474194565867,False,False,False,True
0,18.0,[-0.6458292  -0.22663561  1.03054547],-34.746295642392504,0.0,0.1338998000000018,0.00012429999999952202,0.00031179999999864094,1.04847490699669,2.525896180601862,False,False,False,True
0,19.0,[-0.61148328 -0.26671037  0.94356519],-37.25596109780291,0.0,0.1338998000000018,0.00010919999999714491,0.0003257000000012056,1.0305879211803435,2.8296405983928836,False,False,False,True
0,20.0,[-0.59037888 -0.27713746  0.81851912],-40.62478257566046,0.0,0.1338998000000018,0.00010599999999882925,0.00032159999999947786,1.0293106444290192,3.1173044863281167,False,False,False,True
0,21.0,[-0.52830446 -0.29335988  0.78377593],-39.085874229369786,0.0,0.1338998000000018,8.610000000075502e-05,0.0003127999999996689,0.9863587345302244,3.1327147305243477,False,False,False,True
0,22.0,[-0.43731093 -0.32836998  0.80494416],-32.45141398659329,0.0,0.1338998000000018,0.00011379999999761026,0.0003071000000005597,0.9172819174087674,2.7949321697038725,False,False,False,True
0,23.0,[-0.32820168 -0.32764554  0.79892826],-28.342236811962284,0.0,0.1338998000000018,0.00011800000000050659,0.0002996999999993477,0.8266003061932813,2.708955101878375,False,False,False,True
0,24.0,[-0.17610875 -0.29640839  0.85665864],-19.21517328753857,0.0,0.1338998000000018,9.719999999902029e-05,0.0003047000000009348,0.6741489177201546,2.2500708902469553,False,False,False,True
0,25.0,[-0.05565552 -0.2110886   0.90807956],-12.139929481560822,0.0,0.1338998000000018,0.00010719999999864172,0.0003035999999987382,0.5194053161712604,1.8363403595495964,False,False,False,True
0,26.0,[ 0.00682999 -0.14704409  0.89640725],-4.628023063954867,0.0,0.1338998000000018,0.00010909999999952902,0.00028329999999954225,0.4353480139344589,0.6470955104238134,False,False,False,True
0,27.0,[ 0.03697807 -0.10169813  0.87798232],-5.049801002331326,0.0,0.1338998000000018,0.00010389999999915744,0.00029490000000009786,0.39185862051528547,0.9946701545961042,False,False,False,True
0,28.0,[ 0.06366007 -0.09114869  0.92604536],-4.7305393942516965,0.0,0.1338998000000018,0.0001087999999995759,0.0002959999999987417,0.3521330188984959,1.0607983159583934,False,False,False,True
