env_id,timestep,joints_pos,reward,collision,avg_setupTime,avg_actionTime,avg_obsTime,target_dist_euclid,target_dist_angular,DistReset_1_reset,DistReset_1_success,TimeReset_1_reset,TimeReset_1_success
0,1.0,[-1.29918027 -0.23587111  0.60660613],-65.88082382466585,0.0,0.13193729999999704,0.0001524000000010517,0.00031770000000008736,1.7283991674767807,1.7512210285936605,False,False,False,True
0,2.0,[-1.29676473 -0.20631215  0.61142069],-72.7120133697893,0.0,0.13193729999999704,0.00012449999999830652,0.00033630000000073323,1.7194926793544307,2.605658446796099,False,False,False,True
0,3.0,[-1.35307217 -0.20817778  0.66469109],-70.11519925799654,0.0,0.13193729999999704,0.00011310000000008813,0.00033070000000279265,1.7629124738782682,1.9947420192702385,False,False,False,True
0,4.0,[-1.35730004 -0.1823934   0.65647197],-80.4144100613858,0.0,0.13193729999999704,0.0001103000000028942,0.000331600000002652,1.7642649914544082,3.013452410438344,False,False,False,True
0,5.0,[-1.38522136 -0.20749873  0.72768676],-83.24832309562532,0.0,0.13193729999999704,0.00012090000000242185,0.00031399999999948136,1.7831722080029269,3.1348254040492156,False,False,False,True
0,6.0,[-1.38815129 -0.19804513  0.76416397],-78.64634480772396,0.0,0.13193729999999704,0.00011710000000064724,0.0003144000000006031,1.7792187653804548,2.768930886288513,False,False,False,True
0,7.0,[-1.39474785 -0.16468322  0.82219172],-74.88935331396496,0.0,0.13193729999999704,0.0001183999999980756,0.00032090000000195573,1.7736454115908513,2.446731737728858,False,False,False,True
0,8.0,[-1.38569164 -0.11140341  0.9032836 ],-71.66289510326224,0.0,0.13193729999999704,0.0001239999999995689,0.00035159999999834213,1.7511912863569952,2.272606067382654,False,False,False,True
0,9.0,[-1.33520603 -0.12407275  0.95267904],-67.34593728118764,0.0,0.13193729999999704,0.00011459999999985371,0.0003895000000007087,1.7006960983319561,2.179288060761687,False,False,False,True
0,10.0,[-1.29415548 -0.05544437  1.03494358],-63.45998468503017,0.0,0.13193729999999704,9.990000000215105e-05,0.0003413999999999362,1.651856902312603,2.1068175254010972,False,False,False,True
0,11.0,[-1.23059833 -0.05339538  1.07223701],-58.3039983293777,0.0,0.13193729999999704,0.0001146999999974696,0.0003258999999999901,1.589666440701127,1.9689096570881446,False,False,False,True
0,12.0,[-1.15821767 -0.05186421  1.10332251],-53.340182734515665,0.0,0.13193729999999704,0.00012489999999942825,0.00031599999999798456,1.519361311765424,1.892882302300471,False,False,False,True
0,13.0,[-1.07803106  0.0188996   1.16617072],-49.334227104278185,0.0,0.13193729999999704,0.00011209999999906017,0.0003185999999999467,1.43995231935494,1.9824194137423055,False,False,False,True
0,14.0,[-9.38130617e-01  7.48541206e-04  1.21678078e+00],-41.42055205163847,0.0,0.13193729999999704,0.00011710000000064724,0.0003181000000012091,1.3100096301802815,1.8832216317174286,False,False,False,True
0,15.0,[-0.79287803  0.00688824  1.25385845],-36.81215025491831,0.0,0.13193729999999704,0.00011840000000162831,0.0003285999999995681,1.1744292629417659,2.147844079750613,False,False,False,True
0,16.0,[-0.71529508 -0.07210663  1.22016442],-34.56806624890709,0.0,0.13193729999999704,0.00011429999999990059,0.0003315999999990993,1.1013385721740612,2.270367066989289,False,False,False,True
0,17.0,[-0.67128354 -0.15723942  1.14138579],-34.17332281716388,0.0,0.13193729999999704,0.00012919999999994047,0.0003357999999984429,1.062629816544856,2.4072474194565867,False,False,False,True
0,18.0,[-0.6458292  -0.22663561  1.03054547],-34.746295642392504,0.0,0.13193729999999704,0.00012150000000232808,0.00031389999999831275,1.04847490699669,2.525896180601862,False,False,False,True
0,19.0,[-0.61148328 -0.26671037  0.94356519],-37.25596109780291,0.0,0.13193729999999704,0.00011860000000041282,0.000320500000000834,1.0305879211803435,2.8296405983928836,False,False,False,True
0,20.0,[-0.59037888 -0.27713746  0.81851912],-40.62478257566046,0.0,0.13193729999999704,0.0001241999999983534,0.0003090999999990629,1.0293106444290192,3.1173044863281167,False,False,False,True
0,21.0,[-0.52830446 -0.29335988  0.78377593],-39.085874229369786,0.0,0.13193729999999704,0.0001259000000004562,0.0003226000000005058,0.9863587345302244,3.1327147305243477,False,False,False,True
0,22.0,[-0.43731093 -0.32836998  0.80494416],-32.45141398659329,0.0,0.13193729999999704,0.000123900000001953,0.00033309999999886486,0.9172819174087674,2.7949321697038725,False,False,False,True
0,23.0,[-0.32820168 -0.32764554  0.79892826],-28.342236811962284,0.0,0.13193729999999704,0.00011160000000032255,0.00031389999999831275,0.8266003061932813,2.708955101878375,False,False,False,True
0,24.0,[-0.17610875 -0.29640839  0.85665864],-19.21517328753857,0.0,0.13193729999999704,0.00013119999999844367,0.0003489999999999327,0.6741489177201546,2.2500708902469553,False,False,False,True
0,25.0,[-0.05565552 -0.2110886   0.90807956],-12.139929481560822,0.0,0.13193729999999704,9.070000000122036e-05,0.0003378000000004988,0.5194053161712604,1.8363403595495964,False,False,False,True
0,26.0,[ 0.00682999 -0.14704409  0.89640725],-4.628023063954867,0.0,0.13193729999999704,9.910000000346031e-05,0.0003109999999999502,0.4353480139344589,0.6470955104238134,False,False,False,True
0,27.0,[ 0.03697807 -0.10169813  0.87798232],-5.049801002331326,0.0,0.13193729999999704,0.00011149999999915394,0.00030779999999808183,0.39185862051528547,0.9946701545961042,False,False,False,True
0,28.0,[ 0.06366007 -0.09114869  0.92604536],-4.7305393942516965,0.0,0.13193729999999704,0.00012169999999755987,0.0003448000000005891,0.3521330188984959,1.0607983159583934,False,False,False,True
0,29.0,[ 0.09688666 -0.03615181  0.90713304],-2.979613511620853,0.0,0.13193729999999704,0.00011800000000050659,0.0003066000000018221,0.30203964216271356,0.7599521704901078,False,False,False,True
0,30.0,[ 0.12224028 -0.05721756  0.95961404],-2.04370725352292,0.0,0.13193729999999704,0.00012249999999980332,0.0003317000000002679,0.2796835327205869,0.48951490478920456,False,False,False,True
0,31.0,[0.17773934 0.03384347 0.93514162],-1.9406241020868813,0.0,0.13193729999999704,0.00010960000000181935,0.0003184999999987781,0.19559404338062863,0.7666431718756832,False,False,False,True
0,32.0,[0.24736844 0.07715289 0.89410484],13.285393773675448,0.0,0.13193729999999704,0.00011429999999990059,0.00032329999999802794,0.14922805313879298,0.7966260068101793,True,True,False,True
0,1.0,[-0.35734433 -0.14334114  1.27898622],-25.918743457417094,0.0,0.040040900000001045,0.00012699999999910005,0.00031210000000214677,0.798363457935408,2.5662286762957676,False,False,False,True
0,2.0,[-0.36052218 -0.17684913  1.24894273],-24.839269696769346,0.0,0.040040900000001045,0.00011760000000293758,0.00033670000000185496,0.8021593887723867,2.4459227294474744,False,False,False,True
0,3.0,[-0.36293256 -0.20217597  1.27509975],-21.140605356370408,0.0,0.040040900000001045,0.0001086000000007914,0.00030269999999887887,0.821743893284726,1.9532466348819888,False,False,False,True
0,4.0,[-0.35506082 -0.2120987   1.25281715],-19.75779748308336,0.0,0.040040900000001045,0.00011369999999999436,0.00035169999999951074,0.8114387593165704,1.8144062776372687,False,False,False,True
0,5.0,[-0.30594167 -0.18580806  1.20494831],-17.060947618291546,0.0,0.040040900000001045,0.00011080000000163182,0.00033679999999947086,0.744277855204794,1.7279984235129642,False,False,False,True
0,6.0,[-0.26244515 -0.129244    1.1945262 ],-13.360054803732462,0.0,0.040040900000001045,0.00011599999999845068,0.0003034999999975696,0.682262639682202,1.4213389134210634,False,False,False,True
